Vendor_Formal_Name,Contact_Name,certification,Cert_Renewal_Date,Ethnicity,Address1,Address2,City,Borough,State,ZIP,MailingAddress1,MailingAddress2,MailingCity,MailingState,MailingZip,Website,Date_Of_Establishment,Aggregate_Bonding_Limit,Signatory_To_Union_Contracts,Business_Description,Goods_Materials_Suplier,Types_of_Construction_Projects,Job_Exp1_Name_of_Client,Job_Exp1_Value_of_Contract,Job_Exp1_Percent_Self_Performed,DATEOFJOB1,EXPERIENCE1,Job_Exp2_Name_of_Client,Job_Exp2_Value_of_Contract,Job_Exp2_Percent_Self_Performed,DATEOFJOB2,EXPERIENCE2,Job_Exp3_Name_of_Client,Job_Exp3_Value_of_Contract,Job_Exp3_Percent_Self_Performed,DATEOFJOB3,EXPERIENCE3,Job_Exp4_Name_of_Client,Job_Exp4_Value_of_Contract,,DATEOFJOB4,EXPERIENCE4
SAFER Training Inc,Dwayne Stewart,MBE,10/30/2019,BLACK,117-32 144th Street,,Jamaica,Queens,NY,11436,117-32 144th Street,,Jamaica,New York,11436,http://www.safertraining.net,6/24/2011,,,"SAFER Training, Inc. offers a variety of safety classes and In-Service training curriculum's. CPR, First Aid and Lifeguarding courses are all available.",,,Battery Park City Parks Conservancy,4000,100,02-01-2014,Provide CPR training for 85% of the staff for the company,Harlem RBI,3000,100,05-01-2014,Provided CPR & first aid training for requested staff for the company,Community Center at Stuyvesant High School,2000,100,04-01-2013,Provided babysitter's & lifeguard training to community center members,USA Pools of NY,6000,,,
JMR Consulting Services,Judith Rapley,"MBE,WBE",04/29/2022;04/29/2022,BLACK,135-25 Hoover Avenue,6M,Jamaica,Queens,NY,11435,135-25 Hoover Avenue,6M,Jamaica,New York,11435,http://www.judithrapley.com,10/18/2006,,,"JMR Consulting Services provides consulting solutions through strategic planning, professional development, personal coaching and leadership development and training. Life coaching addressing interpersonal communication and self-care are also addressed. Professional services and learning development are key offerings.",,,The Salvation Army,4500,100,09-01-2016,Staff & managerial development and training.,Prospect Cleaning Services,10000,100,09-01-2016,Brand development & organizational structuring and executive coaching.,New Hope Academy Charter School,150000,100,08-01-2013,Provided management & organizational and operational consulting for board leaders & staff in new charter school.,,0,,,
Clean and Organize Services LLC,Natalie Sherwood,"MBE,WBE",08/30/2020;08/30/2020,BLACK,127-02 172nd Street,3rd Floor,Jamaica,Queens,NY,11434,127-02 172nd Street,3rd Floor,Jamaica,New York,11434,,07-10-2008,,,"Clean and Organize Services customizes our commercial cleaning to suit your needs.  Some of our services include general office cleaning and organizing, blinds cleaning, carpet cleaning, emergency cleaning, special event cleaning.",,,Dept. Of Sanitation,4900,100,03-03-2013,"General cleaning of office desks, blinds and carpet.",Administration for Children's Services,80000,100,03-01-2016,Cleaning for ACS facilities,Concept Farm,500,100,12-12-2013,General office cleaning.,,0,,,
Global Media Corporation,Tatyana Swift,WBE,,NON-MINORITY,139-09 84 Drive,Ste. 1A,Jamaica,Queens,NY,11435,139-09 84 Drive,Ste. 1A,Jamaica,New York,11435,http://www.global-mc.com,1/24/2003,,,"Global is award-winning creative agency. We are also a GSA certified woman-owned small business. Our services include: marketing, website design, web application design, interface design, print design, branding, advertising, photography, video production, animation, IT consulting, informational architecture.",,,NYC Mayor's Office of Immigration,5000,,9/30/2013,Annual Report Design,Check Mate Productions Inc. (NYC),6000,,08-01-2012,Desktop Informational Video,Millenium Challenge Corp.,800,,4/29/2013,Event Photography,,0,,,
Socaobiz Security Services LLC,Soumaila Bouraima,MBE,8/30/2019,BLACK,90-26 161st Street,2nd Floor,Jamaica,Queens,NY,11432,90-26 161st Street,"2nd Floor,",Jamaica,New York,11432,http://www.socaobizsecurity.com,11/20/2012,10000,,"Socaobiz Security is ; watch guard and patrol services. We are licensed, bonded and insured.",,,Leonard Das,5000,,04-01-2013,Watch Guard Secutiry,Malka Carpentry Contracting Inc.,60000,,5/28/2013,Watch Guard and Patrol,,0,,,,,0,,,
Woodberry & Associates Global Consulting and Development Services,Warren Woodberry Jr.,MBE,1/30/2023,BLACK,172-08 115th Avenue,,Jamaica,Queens,NY,11434,172-08 115th Avenue,8th Floor,Jamaica,New York,11434,http://www.wnaconsulting.com,12/13/2000,,,Woodberry & Associates is a Wall Street based public relations and Media Consulting firm.,,,Long Island African American Chamber of Commerce,5500,100,05-01-2017,"Media consulting services, press release writings, advertising, etc.",LSZ Communications,1000,100,08-01-2017,"Magazine media placement, magazine advertising",GOPubliX Game PR,2500,100,08-01-2017,"Print editorial media placement, website editorial.",,0,,,
"GTek Environmental Services, Inc.",Greg Peter Orji,MBE,9/30/2020,BLACK,145-37 180 Street,2nd Floor,Jamaica,Queens,NY,11434,145-37 180 Street,2nd Floor,Jamaica,New York,11434,http://www.gtekenvironmental.com,10/20/2015,,,"Gtek Environmental Services, Inc. is a multi-disciplinary environmental consulting firm. Services we provide includes but not limited to Asbestos, Lead and Mold Inspections, Air monitoring and In Door Air Quality.",,,"Alpha Environmental Services, Inc.",5500,100,05-01-2016,Inspection,Innovative Property Management and Owner,6770,100,12-01-2015,Inspection,Stars Realtor,2850,100,06-01-2015,Inspection,,0,,1/19/2015,"HVAC units and VAHU's including panels and all controls, AC Units including controls and interlock wiring, exhaust fans including panels and controls, blower coil units, FTR, Hot water unit heaters and cabinet unit heaters, Air curtains"
"CLEMENTS COMMUNICATIONS, INC.",Karen Clements,"MBE,WBE",06/29/2020;06/29/2020,BLACK,163-35 130th Avenue,#12C,Jamaica,Queens,NY,11434,163-35 130th Avenue,#12C,Jamaica,New York,11434,http://www.thecommunicatiesofcolor.com,9/23/2011,,,"Full service news organization and communications company.  Home to the Communities of Color news organization which includes a newspaper, website & social media.  Mktg.  communications include a newsletter, press releases & position marketing communications.",,,Jamaica Center Business Improvement District,6400,100,04-01-2013,"Provide various communications about the area, eNewsletters, blog, press releases, annual reports & board and speech presentations, newspaper promotion",York College Performing Arts Center,3000,100,11-01-2011,Advertise upcoming productions in communities of color news,Clyde Vanel,3270,100,06-01-2013,Advertising various campaign run for office,Jamaica Center BID,6400,,,
"Gayatri Stationery & Legal Form, Inc.",Manoj Rami,MBE,9/29/2022,ASIAN,8787 Sutphin Blvd.,,Jamaica,Queens,NY,11435,8787 Sutphin Blvd.,,Jamaica,New York,11435,,08-07-2014,,,"Copies & document, graphic design, binding, office products, banner, poster, shipping serv. direct mail and office cleaning.",,,Picerno Associates,7500,100,9/15/2017,"Stationery supply, copying, lamination and court filing.",Vicado Guard Training School,7500,100,02-01-2016,"Office supply, notrary service, printing service, binding services",Maria Hernandez,850,100,04-10-2017,"Set-up new corporation, business consultancy; apply for food and Food Stamp Lic",,0,,,
Rajan Construction Company,Reshpal Singh,MBE,3/31/2018,ASIAN,85-51 164th Street,,Jamaica,Queens,NY,11432,85-51 164th Street,,Jamaica,New York,11432,,11/13/2001,,,General construction.,,,HPD,8791,,9/30/2006,Demolish block wall down.,HPD,4891,,8/30/2006,Remove defective concrete sidewalk.,HPD,12891,,6/30/2006,Repair building.,HPD,38000,,08-01-2014,"Installation of column covers, decking and gates."
Red Eagle Contracting Inc.,Balram Guiadeen,MBE,2/28/2021,ASIAN,150-38 119th Road,,Jamaica,Queens,NY,11434,150-38 119th Road,,Jamaica,New York,11434,,6/27/2007,,,"I do painting, carpentry, roofing, fencing, lighting electrical, masonry, ceiling, home renovation, bathroom, kitchen, plumbing, side walk, guardrails, tile, interior renovation, janitorial service, demolition.",No,Building Construction (non-Residential); Residential Building Construction,Bedford-Stuyvesant Early Childhood Development Center,9480,100,07-01-2015,"Remove unserviceable locks and hinges, and supply and install new replacement at 510 Quincy, Brooklyn NY",Bedford-Stuyvesant Early Childhood Development Center,40404,100,02-01-2014,"Remove old ceiling tiles in classroom and hallway and replace new replacement at 5 Quincy, Brooklyn NY",Bedford-Stuyvesant Early Childhood Development Center,30600,100,02-01-2014,"Remove ballast and bulb, and supply and install new replacement at 5 Quincy, Brooklyn NY",Bedford-Stuyvesant Early Childhood Development Center,44412,,,
ABRAHAMS CONSULTING LLC,Angela Abrahams-Gibson,"MBE,WBE",08/30/2021;08/30/2021,BLACK,172-61 Highland Avenue,,Jamaica,Queens,NY,11432,P.O. Box 10-266,,Staten Island,New York,,http://www.abrahamsconsulting.com,4/24/2006,,,"Niche solutions to the market place in the area of Network Security, Storage and Networking. It's focus is to vet these niche solutions both functionally, financially and operationally thus enabling our clients the ability to save time. We also provide staff augmentation for IT",,,NYC Department of Homeless Services,10000,100,6/30/2015,Printer Repair,Housing Preservation & Development,20000,100,10-12-2015,Data Entry,New York City Transit,83000,100,5/14/2014,staggered delivery of monitors over 15 month period,Securities & Exchange Commission,3000000,,,
"Pro-Vision Home Improvement, Inc.",Frederica Jeffries-Williams,MBE,6/29/2021,BLACK,85-02 Parsons Blvd.,,Jamaica,Queens,NY,11432,130-64 226 Street,,Springfield,New York,11413,http://provisionhomeimprovement.com,03-09-2010,,,"Pro-Vision Home Improvement, Inc. is a full service company led by a Master Carpenter with over 25 years experience in interior/exterior construction. We pride ourselves on completing all projects on time. We specialize in rough and finished carpentry, kitchens, bathrooms, decks, tile, floor installation, room additions and extensions, windows, doors, flat and shingle roofs, California stucco, vinyl siding, interior and exterior painting and masonry.",No,Building Construction (non-Residential); Residential Building Construction,Dr. Tiffini Brabham,11243,100,12-01-2015,Renovated & adapted house for disabled individual,Brandon Jeffries,8000,100,03-01-2016,Demolished exterior brick steps & walkway.  Built new limestone steps & walkway,David Rubino,9500,100,11-01-2015,"New ceiling, sheet rock, walls, carpet and paint",Eula Hussein,22000,,05-01-2016,Exterior renovation.
V & J General Construction NY Inc,vishavjeet singh,MBE,12/30/2022,ASIAN,130-26 144th Street,,Jamaica,Queens,NY,11432,130-26 144th Street,,Jamaica,New York,11432,,3/25/2013,,,General Construction,No,Building Construction (non-Residential); Residential Building Construction,Private Home,12000,100,9/28/2016,Performed brick pointing of entire house,Private Home,24500,100,07-07-2016,"Build new brick fence, steps, porch and sidfeswalk",Private Home,28380,100,09-05-2017,"Nedw Roof, backside stucco, interior paint",,0,,,
"The Linda School.Com, LLC",Michelle Evans-Cornish,"MBE,WBE",10/30/2022;10/30/2022,BLACK,131-22-223rd Street,,Jamaica,Queens,NY,11413,131-22-223rd Street,,Jamaica,New York,11413,http://thelindaschool.com,6/15/2015,,,"The Linda School.Com, LLC provides educational services. We provide special education support services through its agency by working with NYC DOE as a vendor. Our staff is comprised of NYS licensed teachers in Students with Disabilities and General Education. Our experienced teachers perform SETSS (Special Education Teacher Support Services) with students with disabilities, hold professional development for teachers, tutoring and host of other educational services.",,,NYC DOE - Incarnation School,12936,100,02-11-2017,"Worked with student with special needs, prepared/taught lesson plans.",Department of Health,19000,80,01-02-2016,"Providing instruction for 2-4 year olds, supervising outdoor and water play, plan and go out on",Department of Health,9810,100,9/29/2017,"Transport children to and from school,Develop/ implement educational activities/functions,Celebrate seasonal activities,Tutoring",,0,,,
"Magdad, Inc.",Melford Griffiths,MBE,3/30/2020,HISPANIC,168-26 119th Avenue,,Jamaica,Queens,NY,11434,168-26 119th Avenue,,Jamaica,New York,11434,,8/20/1990,,,"Magdad, Inc., specializes in sales, service and installation of HVAC, commercial, refrigeration, incemakers, dishwashers and kitchen equipment. We also distribute starco chemical cleaning products.",,,AENA,15054,100,12-01-2015,Service and repair of HVAC units,ACS,80000,100,08-01-2015,IService and repair of HVAC units,Smart Building Group Inc,10420,100,06-12-2015,Installation of HVAC units,,0,,03-01-2012,uniformed unarmed guards
"Conemco Engineering, Inc.",Christina Cepin,MBE,10/30/2022,HISPANIC,87-42 148th Street,,Jamaica,Queens,NY,11435,87-42 148th Street,,Jamaica,New York,11435,http://www.conemco.com,3/13/2008,,,"CONEMCO stands for construction and engineering management and consultants. It is a full-service engineering and construction management firm with experience in Structural Engineering, Civil Engineering: construction management and inspections; engineering cost, and scheduling.",,,Ho Lee,15500,100,08-07-2017,"Provide expediting services for rodent control letter; fire department variance; water, sewage, electricity.",Ho Lee,7000,100,07-11-2016,Provide a set of demolition plans for two existing 1-story and 3-story buildings located in Manhattan.,Gabriel Check,4800,100,2/15/2017,Provide a set of structural plans and calculations for a bearing wall removal.,,0,,,
The Language Shop,Deborah Lockhart,"MBE,WBE",12/30/2020;12/30/2020,BLACK,114-26 146th Street,,Jamaica,Queens,NY,11436,114-26 146th Street,,Jamaica,New York,11436,http://www.thelanguageshop.org,01-01-2007,,,"The Language Shop provides Translation, Interpreting, Editing, Proofreading, Transcription, Voice overs and Desktop Publishing.",,,International Rescue Committee,16617.04,100,2/16/2015,English to Arabic translation.,International Rescue Committee,34200.72,100,1/27/2014,"English to Arabic, French and Spanish translation.",International Rescue Committee,16649.51,100,12-06-2014,English to French translation.,,0,,07-01-2010,Site job janitorial.
Enhanced Building Solutions LLC,Annmarie Bhola,"MBE,WBE",02/27/2022;02/27/2022,ASIAN,114-51 Inwood Street,First Floor,Jamaica,Queens,NY,11436,114-51 Inwood Street,First Floor,Jamaica,New York,11436,http://www.ebs.nyc,7/22/2014,,,"Corporate customized facilities training programs through a blended learning approach.  (Online & in person). Project Management, Building Management System - analysis, MEP subcontracting services.  Customized MEP training video services.",,,Emergent Properties,17307,100,01-01-2015,Online and in-person demonstrations of a Mobile app functionality for building operators in facilities dept.,Emergent Properties,16618,100,09-01-2016,Commission sales and business development through social media,Batska Consulting Group,10000,100,05-01-2016,MEP Construction Project Management for equipment replacement and facility upgrades,Columbia University Medical Center,18000,,,
